"Time","Subsystem #1|Substep|box|CTLs|Vars|Pload1","Subsystem #1|Substep|box|CTLs|Vars|Ppv1"
0.02495,404.4693325,407.4484304
0.025,409.358008,407.2554151
0.02505,402.5318675,407.2893813
0.0251,407.2123598,407.2165366
0.02515,401.3808551,407.3404536
0.0252,406.66325,407.273533
0.02525,400.8476377,407.4045032
0.0253,406.1610639,407.3456958
0.02535,401.9740829,407.4770661
0.0254,407.0625948,407.3600099
0.02545,400.2914216,407.4575685
0.0255,405.1571612,407.440315
0.02555,399.3854101,407.6121919
0.0256,404.828457,407.5889274
0.02565,399.0668914,407.7581049
0.0257,404.5324943,407.7348099
0.02575,398.7802235,407.9050261
0.0258,404.2899584,407.8838525
0.02585,400.1799298,408.0487496
0.0259,405.4312134,407.9645912
0.02595,399.654646,408.0890553
0.026,405.118562,408.032845
0.02605,399.3515591,408.1778255
0.0261,404.8682858,408.1369901
0.02615,399.1092557,408.2935563
0.0262,404.7054182,408.2618465
0.02625,402.0118357,408.4054141
0.0263,407.257273,408.2494805
0.02635,403.0474453,408.310023
0.0264,408.1590991,408.1419172
0.02645,403.915138,408.1903422
0.0265,408.9274458,408.0090379
0.02655,406.0448492,408.0319969
0.0266,410.9052754,407.7712819
0.02665,406.5537236,407.7419002
0.0267,411.2916309,407.4901613
0.02675,406.9206199,407.4633182
0.0268,411.5691453,407.2087655
0.02685,404.6899333,407.1870371
0.0269,407.7983365,407.129399
0.02695,401.009658,407.2633961
0.027,405.7674151,407.2649095
0.02705,399.0274708,407.4482882
0.0271,404.0018538,407.4943106
0.02715,397.3041136,407.7165003
0.0272,401.0320501,407.8629542
0.02725,395.3804583,408.1642308
0.0273,401.1887824,408.2460643
0.02735,397.1971732,408.49156
0.0274,402.727257,408.4747319
0.02745,400.1212195,408.6338059
0.0275,405.4338679,408.4968199
0.02755,402.7113655,408.563588
0.0276,407.7741124,408.3519692
0.02765,403.5447255,408.3708608
0.0277,408.4996788,408.1709546
0.02775,404.2407516,408.1945044
0.0278,409.116713,407.992735
